Ward,Address,Height,Diameter,Age Class,Species
"ChildsHill(A)
","Pentland Close, Cricklewood, London               ",4.5,19,Early Mature,"Acerplatanoides
"
"ChildsHill(A)
","Pentland Close, Cricklewood, London               ",12.5,31,Semi-Mature,"Acerplatanoides
"
"ChildsHill(A)
","Pentland Close, Cricklewood, London               ",7.5,13,Early Mature,"Catalpabignonioides
"
"ChildsHill(A)
","Pentland Close, Cricklewood, London               ",12.5,52,Semi-Mature,"Quercussp.
"
"ChildsHill(A)
","Pentland Close, Cricklewood, London               ",7.5,25,Semi-Mature,"Ailanthusaltissima
"
"ChildsHill(A)
","Pentland Close, Cricklewood, London               ",7.5,20,Early Mature,"Catalpabignonioides
"
"ChildsHill(A)
","Pentland Close, Cricklewood, London               ",12.5,37,Mature,"Crataegusmonogyna
"
"ChildsHill(A)
","Pentland Close, Cricklewood, London               ",7.5,24,Semi-Mature,"Ailanthusaltissima
"
"ChildsHill(A)
","Pentland Close, Cricklewood, London               ",7.5,33,Semi-Mature,"Ailanthusaltissima
"
"ChildsHill(A)
","Hermitage Lane, Cricklewood, London               ",17.5,63,Mature,"Acerpsuedoplatanus
"
"ChildsHill(A)
","Platts Lane, Cricklewood, London                  ",3,8,Early Mature,"Carpinusbetulus
"
"ChildsHill(A)
","Platts Lane, Cricklewood, London                  ",3,8,Early Mature,"Carpinusbetulus
"
"ChildsHill(A)
","Platts Lane, Cricklewood, London                  ",3,8,Early Mature,"Carpinusbetulus
"
"ChildsHill(A)
","Platts Lane, Cricklewood, London                  ",12.5,77,Mature,"Tiliasp.
"
"ChildsHill(A)
","Platts Lane, Cricklewood, London                  ",22.5,115,Mature,"Quercusrobur
"
"ChildsHill(A)
","Platts Lane, Cricklewood, London                  ",10.5,31,Early Mature,"Quercusrobur
"
"ChildsHill(A)
","Platts Lane, Cricklewood, London                  ",12.5,39,Semi-Mature,"Quercusrobur
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,28,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,29,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,37,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",4.5,29,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,29,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",0,0,,"VacantTreepit
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,29,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,27,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,27,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,32,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,27,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,29,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,32,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,30,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,38,Semi-Mature,"Platanusxhispanica
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,38,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,35,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,35,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",3.5,28,Semi-Mature,"Tiliasp.
"
"ChildsHill(A)
","Powis Gardens, Golders Green, London              ",5,12,Semi-Mature,"Sorbusaucuparia
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",0,8,Semi-Mature,"VacantTreepit
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",3,17,Early Mature,"Prunussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,37,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,25,Semi-Mature,"Sorbusintermedia
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,18,Semi-Mature,"Crataegusmonogyna
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",3,14,Early Mature,"Malussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,38,Mature,"Crataegusoxycantha
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,26,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",5.5,46,Over-Mature,"Prunussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,35,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,42,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,26,Semi-Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",1,8,Young,"Sorbustorminalis
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",8.6,40,Semi-Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,27,Semi-Mature,"Ginkgobiloba
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,25,Semi-Mature,"Sorbusintermedia
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,18,Semi-Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,35,Semi-Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,27,Early Mature,"Prunussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",2,9,Young,"AmelanchierarboreaRobinHill
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",3,14,Early Mature,"Crataegusoxycantha
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",3,11,Early Mature,"CrataeguslaevigataPaulScarlet
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,24,Semi-Mature,"Malussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",4,16,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,20,Semi-Mature,"AmelanchierarboreaRobinHill
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",7.5,28,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",10,54,Over-Mature,"Prunussp.
"
"ChildsHill(A)
","Purley Avenue, Cricklewood, London                ",12.5,70,Mature,"Acersaccharinum
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",7.5,29,Mature,"AcerplatanoidesCrimsonKing
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",8,24,Semi-Mature,"Acercappadocicum
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",3,6,Young,"BetulautilisJacquemontii
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",9.5,40,Mature,"Malussp.
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",3,5,Early,"Carpinusbetulus
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",12,62,Mature,"Platanusxhispanica
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",3,8,Early,"Acerplatanoides
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",4,11,Early Mature,"Acercampestre
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",5,16,Early,"Acercampestre
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",3,6,Early,"Prunussp.
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",6.5,21,Semi-Mature,"Liquidamberstyraciflua
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",5,16,Semi-Mature,"Acercampestre
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",4,12,Early Mature,"Acercampestre
"
"ChildsHill(A)
","Lyndale, Childs Hill, London                      ",7.5,24,Semi-Mature,"Betulasp.
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",0,0,,"VacantTreepit
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",0,0,,"VacantTreepit
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",3,7,Young,"Acerplatanoides
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",5.5,29,Mature,"Prunussp.
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",5,15,Semi-Mature,"Sorbusintermedia
"
"ChildsHill(A)
","Ranulf Road, Cricklewood, London                  ",7.5,58,Mature,"Tiliasp.
"
"ChildsHill(A)
","Hocroft Road, Cricklewood, London                 ",7.5,25,Semi-Mature,"Liquidamberstyraciflua
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",12.5,58,Mature,"Acersaccharinum
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",6.5,16,Semi-Mature,"Crataegusxprunifolia
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",5,14,Semi-Mature,"Betulapendula
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",6.5,38,Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",5.5,24,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",4,8,Early Mature,"CrataeguslaevigataPaulScarlet
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",2.5,8,Early Mature,"CarpinusbetulusFastigiata
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",5.5,15,Semi-Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",5,14,Semi-Mature,"AmelanchierarboreaRobinHill
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",4.5,14,Early Mature,"Sorbusspecies
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",0,0,,"VacantTreepit
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",14.5,75,Mature,"Quercusrobur
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",4,15,Semi-Mature,"Sorbusspecies
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",0,0,,"VacantTreepit
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",7.5,35,Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",4,11,Young,"Betulasp.
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",7.5,18,Semi-Mature,"Crataegusoxycantha
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",6.5,16,Semi-Mature,"Crataegusoxycantha
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",4,12,Early Mature,"Betulasp.
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",3,9,Early Mature,"Prunussp.
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",7.5,39,Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",2.5,5,Young,"AcercampestreElegant
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",4.5,15,Early Mature,"Crataegusoxycantha
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",7.5,25,Mature,"Prunussp.
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",6.5,35,Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",6.5,37,Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",5.5,27,Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",4,11,Early Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",7.5,35,Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",3,6,Early,"Prunussp.
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",5,15,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Ridge Hill, Golders Green, London                 ",0,0,,"VacantTreepit
"
"ChildsHill(A)
","Ridge Road, Cricklewood, London                   ",12.5,85,Mature,"Aesculushippocastanum
"
"ChildsHill(A)
","Rodborough Road, Golders Green, London            ",7.5,36,Mature,"Prunussp.
"
"ChildsHill(A)
","Rodborough Road, Golders Green, London            ",4,18,Semi-Mature,"Crataegusoxycantha
"
"ChildsHill(A)
","Rodborough Road, Golders Green, London            ",7.5,29,Semi-Mature,"Sorbusintermedia
"
"ChildsHill(A)
","Rodborough Road, Golders Green, London            ",6.5,26,Semi-Mature,"Acercampestre
"
"ChildsHill(A)
","Rodborough Road, Golders Green, London            ",8.5,22,Semi-Mature,"Acercampestre
"
"ChildsHill(A)
","Rodborough Road, Golders Green, London            ",3,12,Early Mature,"Tiliasp.
"
"ChildsHill(A)
","Rodborough Road, Golders Green, London            ",2,6,Early,"Betulapendula
"
"ChildsHill(A)
","Rodborough Road, Golders Green, London            ",0,0,,"VacantTreepit
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",3,15,Early Mature,"PrunusserrulaTibetica
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",7.5,19,Semi-Mature,"Sorbusintermedia
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",0,8,Semi-Mature,"VacantTreepit
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",3,15,Early Mature,"Acercampestre
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",3,13,Early Mature,"Betulasp.
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",7.5,14,Early Mature,"Acerplatanoides
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",1.5,6,Young,"Prunussp.
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",5.5,39,Semi-Mature,"Prunuskanzan
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",1.5,6,Young,"Prunussp.
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",1,7,Young,"Prunussp.
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",7.5,15,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",7.5,21,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",1.5,6,Young,"Malussp.
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",7.5,17,Early Mature,"Prunussp.
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",4,13,Early Mature,"Sorbusintermedia
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",7.5,24,Semi-Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",7.5,43,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",7.5,45,Mature,"Prunussp.
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",7.5,25,Semi-Mature,"Crataegusoxycantha
"
"ChildsHill(A)
","Sanderstead Avenue, Cricklewood, London           ",7.5,20,Semi-Mature,"Malussp.
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,8,Young,"Betulapendula
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,7,Young,"Betulapendula
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,8,Young,"Betulapendula
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,9,Young,"Betulapendula
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1.6,9,Young,"Betulapendula
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,8,Young,"Betulapendula
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,4,Young,"Betulaermanii
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,4,Young,"Betulaermanii
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,4,Young,"Betulaermanii
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,4,Young,"Betulaermanii
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,4,Young,"Betulaermanii
"
"ChildsHill(A)
","Somerton Road, Cricklewood, London                ",1,4,Young,"Betulaermanii
"
"ChildsHill(A)
","Sunnyside, Cricklewood, London                    ",4,12,Semi-Mature,"Sorbusaucuparia
"
"ChildsHill(A)
","Sunnyside, Cricklewood, London                    ",5.5,17,Semi-Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","Sunnyside, Cricklewood, London                    ",5,18,Semi-Mature,"Betulasp.
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",4,9,Early,"Prunussp.
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",3,7,Early,"Prunussp.
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",7.5,57,Mature,"Prunussp.
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",8.5,32,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",5.5,26,Semi-Mature,"Sorbusspecies
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",3,7,Early Mature,"Malussp.
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",7.5,44,Mature,"Prunussp.
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",7.5,26,Semi-Mature,"Prunussp.
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",4,16,Early Mature,"Prunussp.
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",3,5,Young,"Betulaermanii
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",7.5,31,Semi-Mature,"PrunuscerasiferaNigra
"
"ChildsHill(A)
","The Park, Golders Green, London                   ",2.5,5,Early,"Prunussp.
"
